starting_times,source_nodes,target_nodes,ending_times,durations
2880,188,201,2900,20
2880,143,157,2900,20
2880,142,144,2900,20
2880,146,157,2900,20
2880,149,228,2900,20
2880,123,109,2900,20
2880,129,100,2900,20
2880,52,68,2900,20
2880,54,234,2900,20
2880,69,66,2900,20
2880,69,234,2900,20
2880,237,93,2900,20
2880,23,30,2900,20
2880,26,37,2900,20
2880,39,232,2900,20
2880,88,92,2900,20
2880,94,76,2900,20
2880,81,73,2900,20
2880,105,111,2900,20
2880,77,76,2900,20
2880,44,45,2900,20
2880,111,100,2900,20
2880,89,93,2900,20
2900,215,223,2920,20
2900,213,216,2920,20
2900,198,192,2920,20
2900,142,144,2920,20
2900,204,193,2920,20
2900,160,151,2920,20
2900,50,68,2920,20
2900,52,68,2920,20
2900,54,69,2920,20
2900,55,57,2920,20
2900,55,48,2920,20
2900,69,66,2920,20
2900,69,234,2920,20
2900,237,93,2920,20
2900,237,82,2920,20
2900,42,46,2920,20
2900,39,232,2920,20
2900,87,94,2920,20
2900,22,0,2920,20
2900,94,77,2920,20
2900,94,76,2920,20
2900,108,116,2920,20
2900,77,76,2920,20
2900,111,100,2920,20
2900,111,112,2920,20
2900,89,93,2920,20
2900,92,71,2920,20
2900,57,48,2920,20
2920,213,216,2940,20
2920,143,157,2940,20
2920,142,144,2940,20
2920,150,157,2940,20
2920,50,49,2940,20
2920,52,68,2940,20
2920,55,57,2940,20
2920,55,48,2940,20
2920,69,234,2940,20
2920,69,57,2940,20
2920,237,89,2940,20
2920,237,93,2940,20
2920,40,30,2940,20
2920,23,32,2940,20
2920,26,37,2940,20
2920,26,38,2940,20
2920,28,37,2940,20
2920,39,232,2940,20
2920,39,47,2940,20
2920,87,94,2940,20
2920,96,75,2940,20
2920,94,77,2940,20
2920,94,76,2940,20
2920,21,15,2940,20
2920,111,100,2940,20
2920,111,112,2940,20
2920,172,169,2940,20
2920,234,57,2940,20
2920,89,93,2940,20
2920,92,71,2940,20
2920,57,48,2940,20
2940,215,223,2960,20
2940,213,216,2960,20
2940,194,188,2960,20
2940,186,195,2960,20
2940,198,192,2960,20
2940,187,189,2960,20
2940,195,193,2960,20
2940,142,144,2960,20
2940,142,156,2960,20
2940,137,133,2960,20
2940,55,69,2960,20
2940,69,234,2960,20
2940,69,57,2960,20
2940,69,48,2960,20
2940,58,67,2960,20
2940,65,68,2960,20
2940,66,57,2960,20
2940,237,87,2960,20
2940,237,94,2960,20
2940,237,77,2960,20
2940,23,25,2960,20
2940,23,32,2960,20
2940,26,38,2960,20
2940,39,32,2960,20
2940,87,94,2960,20
2940,94,77,2960,20
2940,77,76,2960,20
2940,100,112,2960,20
2940,234,57,2960,20
2940,92,93,2960,20
2940,49,67,2960,20
2960,215,223,2980,20
2960,213,216,2980,20
2960,194,188,2980,20
2960,194,201,2980,20
2960,186,185,2980,20
2960,186,184,2980,20
2960,198,192,2980,20
2960,187,189,2980,20
2960,143,141,2980,20
2960,142,156,2980,20
2960,160,151,2980,20
2960,127,112,2980,20
2960,50,67,2980,20
2960,52,234,2980,20
2960,55,69,2980,20
2960,55,48,2980,20
2960,69,66,2980,20
2960,69,234,2980,20
2960,69,48,2980,20
2960,58,67,2980,20
2960,65,57,2980,20
2960,66,49,2980,20
2960,237,94,2980,20
2960,237,77,2980,20
2960,237,76,2980,20
2960,26,38,2980,20
2960,130,105,2980,20
2960,39,32,2980,20
2960,94,77,2980,20
2960,99,111,2980,20
2960,77,76,2980,20
2960,19,17,2980,20
2960,20,17,2980,20
2960,9,6,2980,20
2960,100,112,2980,20
2960,89,92,2980,20
2960,89,93,2980,20
2960,92,93,2980,20
2960,48,60,2980,20
2980,213,216,3000,20
2980,194,201,3000,20
2980,198,192,3000,20
2980,148,152,3000,20
2980,195,193,3000,20
2980,146,228,3000,20
2980,126,120,3000,20
2980,127,100,3000,20
2980,127,112,3000,20
2980,50,49,3000,20
2980,50,67,3000,20
2980,55,48,3000,20
2980,237,77,3000,20
2980,237,90,3000,20
2980,23,32,3000,20
2980,24,31,3000,20
2980,26,37,3000,20
2980,26,38,3000,20
2980,31,36,3000,20
2980,130,105,3000,20
2980,39,32,3000,20
2980,88,72,3000,20
2980,94,77,3000,20
2980,94,76,3000,20
2980,94,93,3000,20
2980,20,17,3000,20
2980,100,112,3000,20
2980,48,60,3000,20
3000,215,223,3020,20
3000,213,216,3020,20
3000,194,188,3020,20
3000,198,192,3020,20
3000,127,100,3020,20
3000,55,48,3020,20
3000,55,60,3020,20
3000,58,67,3020,20
3000,237,77,3020,20
3000,23,32,3020,20
3000,23,44,3020,20
3000,24,31,3020,20
3000,24,46,3020,20
3000,26,38,3020,20
3000,42,46,3020,20
3000,88,89,3020,20
3000,88,92,3020,20
3000,87,94,3020,20
3000,94,77,3020,20
3000,20,17,3020,20
3000,173,162,3020,20
3000,100,112,3020,20
3000,73,84,3020,20
3000,48,49,3020,20
3000,48,60,3020,20
3000,49,60,3020,20
3020,215,223,3040,20
3020,142,144,3040,20
3020,126,109,3040,20
3020,127,100,3040,20
3020,50,51,3040,20
3020,55,48,3040,20
3020,69,57,3040,20
3020,58,67,3040,20
3020,65,68,3040,20
3020,237,90,3040,20
3020,237,71,3040,20
3020,23,39,3040,20
3020,23,32,3040,20
3020,24,34,3040,20
3020,24,39,3040,20
3020,24,232,3040,20
3020,24,46,3040,20
3020,26,37,3040,20
3020,41,45,3040,20
3020,34,39,3040,20
3020,36,46,3040,20
3020,39,47,3040,20
3020,138,100,3040,20
3020,157,145,3040,20
3020,232,46,3040,20
3020,230,2,3040,20
3020,0,3,3040,20
3020,111,112,3040,20
3020,116,119,3040,20
3020,173,162,3040,20
3020,100,112,3040,20
3020,46,45,3040,20
3040,213,216,3060,20
3040,194,201,3060,20
3040,142,144,3060,20
3040,229,173,3060,20
3040,129,100,3060,20
3040,127,111,3060,20
3040,55,48,3060,20
3040,69,57,3060,20
3040,58,67,3060,20
3040,237,89,3060,20
3040,237,71,3060,20
3040,23,25,3060,20
3040,23,32,3060,20
3040,23,46,3060,20
3040,26,37,3060,20
3040,26,38,3060,20
3040,36,46,3060,20
3040,39,47,3060,20
3040,32,46,3060,20
3040,88,92,3060,20
3040,87,94,3060,20
3040,138,100,3060,20
3040,94,76,3060,20
3040,94,84,3060,20
3040,46,47,3060,20
3060,215,223,3080,20
3060,195,193,3080,20
3060,129,100,3080,20
3060,127,111,3080,20
3060,55,48,3080,20
3060,58,67,3080,20
3060,63,60,3080,20
3060,237,88,3080,20
3060,237,92,3080,20
3060,24,36,3080,20
3060,24,47,3080,20
3060,26,37,3080,20
3060,31,232,3080,20
3060,42,45,3080,20
3060,34,32,3080,20
3060,39,32,3080,20
3060,88,92,3080,20
3060,87,94,3080,20
3060,22,0,3080,20
3060,133,106,3080,20
3060,84,93,3080,20
3060,48,60,3080,20
3080,215,223,3100,20
3080,194,201,3100,20
3080,190,184,3100,20
3080,195,184,3100,20
3080,149,145,3100,20
3080,129,100,3100,20
3080,127,111,3100,20
3080,50,51,3100,20
3080,55,48,3100,20
3080,56,65,3100,20
3080,58,67,3100,20
3080,237,88,3100,20
3080,237,72,3100,20
3080,237,71,3100,20
3080,23,30,3100,20
3080,24,36,3100,20
3080,24,46,3100,20
3080,26,37,3100,20
3080,26,38,3100,20
3080,28,37,3100,20
3080,30,232,3100,20
3080,42,36,3100,20
3080,41,46,3100,20
3080,41,45,3100,20
3080,34,39,3100,20
3080,39,46,3100,20
3080,138,100,3100,20
3080,22,0,3100,20
3080,133,119,3100,20
3080,94,77,3100,20
3080,94,76,3100,20
3080,232,47,3100,20
3080,232,45,3100,20
3080,29,46,3100,20
3080,164,171,3100,20
3080,172,169,3100,20
3080,84,82,3100,20
3080,93,71,3100,20
3100,215,223,3120,20
3100,195,193,3120,20
3100,149,145,3120,20
3100,129,100,3120,20
3100,127,111,3120,20
3100,50,51,3120,20
3100,52,60,3120,20
3100,55,48,3120,20
3100,161,145,3120,20
3100,63,48,3120,20
3100,63,60,3120,20
3100,237,88,3120,20
3100,237,72,3120,20
3100,40,31,3120,20
3100,43,34,3120,20
3100,23,30,3120,20
3100,26,37,3120,20
3100,42,39,3120,20
3100,33,34,3120,20
3100,39,45,3120,20
3100,88,92,3120,20
3100,87,94,3120,20
3100,86,78,3120,20
3100,94,76,3120,20
3100,232,47,3120,20
3100,19,2,3120,20
3100,20,7,3120,20
3100,172,169,3120,20
3100,47,45,3120,20
3120,215,223,3140,20
3120,141,150,3140,20
3120,141,146,3140,20
3120,149,145,3140,20
3120,158,154,3140,20
3120,140,119,3140,20
3120,129,100,3140,20
3120,50,234,3140,20
3120,50,49,3140,20
3120,51,68,3140,20
3120,58,67,3140,20
3120,63,48,3140,20
3120,65,234,3140,20
3120,66,49,3140,20
3120,237,88,3140,20
3120,237,86,3140,20
3120,237,75,3140,20
3120,40,24,3140,20
3120,40,31,3140,20
3120,23,30,3140,20
3120,26,28,3140,20
3120,26,37,3140,20
3120,26,38,3140,20
3120,42,46,3140,20
3120,34,44,3140,20
3120,86,84,3140,20
3120,94,77,3140,20
3120,94,76,3140,20
3120,20,2,3140,20
3120,0,3,3140,20
3120,172,169,3140,20
3120,234,48,3140,20
3120,93,82,3140,20
3140,142,144,3160,20
3140,144,154,3160,20
3140,141,150,3160,20
3140,141,146,3160,20
3140,218,236,3160,20
3140,127,138,3160,20
3140,127,111,3160,20
3140,50,66,3160,20
3140,50,49,3160,20
3140,51,66,3160,20
3140,52,234,3160,20
3140,63,48,3160,20
3140,66,49,3160,20
3140,237,86,3160,20
3140,43,33,3160,20
3140,23,25,3160,20
3140,23,30,3160,20
3140,23,32,3160,20
3140,23,47,3160,20
3140,26,37,3160,20
3140,26,38,3160,20
3140,34,44,3160,20
3140,86,78,3160,20
3140,86,84,3160,20
3140,22,0,3160,20
3140,94,77,3160,20
3140,94,76,3160,20
3140,232,47,3160,20
3140,20,7,3160,20
3140,0,3,3160,20
3140,13,8,3160,20
3140,84,93,3160,20
3140,90,71,3160,20
3160,190,199,3180,20
3160,143,147,3180,20
3160,141,150,3180,20
3160,141,146,3180,20
3160,149,145,3180,20
3160,147,228,3180,20
3160,140,119,3180,20
3160,50,66,3180,20
3160,50,49,3180,20
3160,52,65,3180,20
3160,63,48,3180,20
3160,65,234,3180,20
3160,66,49,3180,20
3160,237,86,3180,20
3160,237,95,3180,20
3160,23,25,3180,20
3160,23,32,3180,20
3160,26,37,3180,20
3160,34,44,3180,20
3160,86,95,3180,20
3160,133,106,3180,20
3160,94,76,3180,20
3160,94,84,3180,20
3160,81,73,3180,20
3160,105,111,3180,20
3160,0,3,3180,20
3160,13,8,3180,20
3160,116,119,3180,20
3160,172,169,3180,20
3160,173,162,3180,20
3160,162,167,3180,20
3160,84,93,3180,20
3180,213,216,3200,20
3180,186,185,3200,20
3180,190,199,3200,20
3180,195,193,3200,20
3180,149,145,3200,20
3180,129,138,3200,20
3180,129,122,3200,20
3180,50,49,3200,20
3180,51,68,3200,20
3180,56,65,3200,20
3180,63,66,3200,20
3180,63,48,3200,20
3180,65,234,3200,20
3180,237,95,3200,20
3180,23,32,3200,20
3180,26,37,3200,20
3180,26,38,3200,20
3180,94,95,3200,20
3180,94,76,3200,20
3180,83,77,3200,20
3180,99,111,3200,20
3180,105,111,3200,20
3180,105,112,3200,20
3180,3,13,3200,20
3180,13,8,3200,20
3180,234,49,3200,20
3180,84,93,3200,20
3180,93,82,3200,20
3180,49,67,3200,20
3200,194,187,3220,20
3200,203,202,3220,20
3200,141,146,3220,20
3200,149,161,3220,20
3200,149,145,3220,20
3200,126,109,3220,20
3200,140,120,3220,20
3200,127,99,3220,20
3200,127,122,3220,20
3200,127,112,3220,20
3200,183,182,3220,20
3200,183,173,3220,20
3200,50,48,3220,20
3200,50,49,3220,20
3200,56,65,3220,20
3200,161,145,3220,20
3200,62,65,3220,20
3200,65,68,3220,20
3200,66,48,3220,20
3200,237,94,3220,20
3200,237,95,3220,20
3200,23,25,3220,20
3200,23,32,3220,20
3200,26,38,3220,20
3200,42,39,3220,20
3200,39,32,3220,20
3200,39,46,3220,20
3200,96,75,3220,20
3200,86,78,3220,20
3200,99,111,3220,20
3200,99,112,3220,20
3200,122,100,3220,20
3200,80,92,3220,20
3200,105,112,3220,20
3200,79,93,3220,20
3200,79,82,3220,20
3200,77,76,3220,20
3200,20,17,3220,20
3200,0,8,3220,20
3200,14,13,3220,20
3200,111,112,3220,20
3200,172,169,3220,20
3200,234,48,3220,20
3200,93,82,3220,20
3200,49,67,3220,20
3220,215,223,3240,20
3220,213,216,3240,20
3220,187,189,3240,20
3220,141,146,3240,20
3220,126,109,3240,20
3220,129,100,3240,20
3220,50,49,3240,20
3220,51,68,3240,20
3220,58,67,3240,20
3220,62,57,3240,20
3220,63,48,3240,20
3220,237,95,3240,20
3220,23,32,3240,20
3220,26,38,3240,20
3220,28,33,3240,20
3220,42,46,3240,20
3220,130,99,3240,20
3220,39,32,3240,20
3220,39,46,3240,20
3220,88,92,3240,20
3220,96,79,3240,20
3220,86,78,3240,20
3220,133,119,3240,20
3220,99,111,3240,20
3220,99,112,3240,20
3220,122,100,3240,20
3220,20,17,3240,20
3220,0,3,3240,20
3220,14,13,3240,20
3220,111,112,3240,20
3220,100,112,3240,20
3220,234,61,3240,20
3220,93,82,3240,20
3220,49,67,3240,20
3240,215,223,3260,20
3240,213,216,3260,20
3240,199,143,3260,20
3240,141,146,3260,20
3240,158,154,3260,20
3240,129,138,3260,20
3240,129,100,3260,20
3240,50,49,3260,20
3240,52,57,3260,20
3240,56,62,3260,20
3240,56,57,3260,20
3240,62,57,3260,20
3240,237,95,3260,20
3240,40,31,3260,20
3240,23,25,3260,20
3240,23,32,3260,20
3240,28,37,3260,20
3240,130,99,3260,20
3240,88,92,3260,20
3240,96,75,3260,20
3240,86,78,3260,20
3240,94,77,3260,20
3240,94,76,3260,20
3240,99,112,3260,20
3240,80,92,3260,20
3240,79,84,3260,20
3240,77,76,3260,20
3240,20,17,3260,20
3240,0,3,3260,20
3240,234,48,3260,20
3240,93,82,3260,20
3240,57,48,3260,20
3240,48,49,3260,20
3260,215,210,3280,20
3260,215,223,3280,20
3260,213,216,3280,20
3260,185,193,3280,20
3260,187,189,3280,20
3260,189,203,3280,20
3260,142,154,3280,20
3260,129,100,3280,20
3260,127,112,3280,20
3260,50,63,3280,20
3260,50,49,3280,20
3260,56,62,3280,20
3260,56,57,3280,20
3260,62,57,3280,20
3260,63,234,3280,20
3260,63,61,3280,20
3260,65,48,3280,20
3260,237,95,3280,20
3260,40,31,3280,20
3260,23,32,3280,20
3260,25,232,3280,20
3260,28,37,3280,20
3260,130,99,3280,20
3260,36,232,3280,20
3260,39,47,3280,20
3260,96,75,3280,20
3260,86,78,3280,20
3260,94,77,3280,20
3260,94,76,3280,20
3260,99,112,3280,20
3260,105,111,3280,20
3260,105,112,3280,20
3260,79,84,3280,20
3260,20,17,3280,20
3260,0,3,3280,20
3260,29,46,3280,20
3260,111,112,3280,20
3260,116,119,3280,20
3260,172,169,3280,20
3260,93,82,3280,20
3260,68,48,3280,20
3260,48,59,3280,20
3260,49,67,3280,20
3260,59,70,3280,20
3280,215,210,3300,20
3280,215,223,3300,20
3280,143,141,3300,20
3280,142,154,3300,20
3280,158,154,3300,20
3280,140,119,3300,20
3280,129,100,3300,20
3280,127,111,3300,20
3280,50,51,3300,20
3280,50,49,3300,20
3280,56,62,3300,20
3280,56,57,3300,20
3280,58,67,3300,20
3280,62,57,3300,20
3280,66,61,3300,20
3280,237,95,3300,20
3280,40,31,3300,20
3280,23,25,3300,20
3280,23,32,3300,20
3280,26,37,3300,20
3280,130,99,3300,20
3280,130,112,3300,20
3280,39,32,3300,20
3280,39,47,3300,20
3280,88,72,3300,20
3280,88,92,3300,20
3280,96,75,3300,20
3280,86,78,3300,20
3280,94,76,3300,20
3280,81,91,3300,20
3280,99,105,3300,20
3280,99,112,3300,20
3280,79,84,3300,20
3280,232,46,3300,20
3280,0,3,3300,20
3280,3,16,3300,20
3280,29,46,3300,20
3280,14,13,3300,20
3280,111,112,3300,20
3280,116,119,3300,20
3280,172,169,3300,20
3280,179,180,3300,20
3280,93,82,3300,20
3280,57,68,3300,20
3300,215,210,3320,20
3300,215,223,3320,20
3300,146,228,3320,20
3300,158,154,3320,20
3300,126,109,3320,20
3300,140,119,3320,20
3300,129,100,3320,20
3300,127,111,3320,20
3300,50,51,3320,20
3300,50,67,3320,20
3300,51,67,3320,20
3300,56,62,3320,20
3300,56,65,3320,20
3300,62,57,3320,20
3300,66,234,3320,20
3300,66,61,3320,20
3300,237,95,3320,20
3300,40,31,3320,20
3300,23,25,3320,20
3300,24,46,3320,20
3300,28,46,3320,20
3300,130,99,3320,20
3300,37,46,3320,20
3300,39,32,3320,20
3300,88,93,3320,20
3300,94,73,3320,20
3300,94,76,3320,20
3300,81,91,3320,20
3300,99,112,3320,20
3300,20,18,3320,20
3300,111,112,3320,20
3300,172,169,3320,20
3300,90,71,3320,20
3300,179,180,3320,20
3300,92,93,3320,20
3300,93,71,3320,20
3320,215,223,3340,20
3320,198,235,3340,20
3320,126,109,3340,20
3320,140,119,3340,20
3320,129,100,3340,20
3320,127,99,3340,20
3320,127,111,3340,20
3320,50,51,3340,20
3320,50,52,3340,20
3320,50,49,3340,20
3320,51,67,3340,20
3320,52,59,3340,20
3320,56,62,3340,20
3320,56,65,3340,20
3320,56,57,3340,20
3320,62,68,3340,20
3320,65,68,3340,20
3320,66,234,3340,20
3320,237,88,3340,20
3320,237,95,3340,20
3320,237,92,3340,20
3320,237,93,3340,20
3320,40,31,3340,20
3320,39,32,3340,20
3320,88,72,3340,20
3320,88,89,3340,20
3320,86,78,3340,20
3320,94,81,3340,20
3320,94,76,3340,20
3320,81,91,3340,20
3320,77,90,3340,20
3320,20,1,3340,20
3320,20,6,3340,20
3320,111,112,3340,20
3320,116,119,3340,20
3320,172,169,3340,20
3320,72,89,3340,20
3320,90,71,3340,20
3320,179,180,3340,20
3320,92,93,3340,20
3340,215,223,3360,20
3340,210,224,3360,20
3340,213,216,3360,20
3340,185,197,3360,20
3340,197,235,3360,20
3340,143,157,3360,20
3340,204,193,3360,20
3340,129,138,3360,20
3340,129,100,3360,20
3340,127,111,3360,20
3340,50,234,3360,20
3340,50,49,3360,20
3340,53,61,3360,20
3340,56,62,3360,20
3340,56,65,3360,20
3340,56,68,3360,20
3340,62,65,3360,20
3340,62,57,3360,20
3340,62,68,3360,20
3340,65,68,3360,20
3340,40,26,3360,20
3340,40,31,3360,20
3340,26,37,3360,20
3340,28,37,3360,20
3340,39,32,3360,20
3340,88,92,3360,20
3340,94,76,3360,20
3340,81,95,3360,20
3340,80,93,3360,20
3340,116,119,3360,20
3340,234,60,3360,20
3340,72,89,3360,20
3340,90,93,3360,20
3340,90,71,3360,20
3340,57,68,3360,20
3360,215,223,3380,20
3360,213,216,3380,20
3360,142,158,3380,20
3360,204,193,3380,20
3360,129,100,3380,20
3360,127,111,3380,20
3360,50,51,3380,20
3360,50,65,3380,20
3360,50,66,3380,20
3360,50,67,3380,20
3360,51,58,3380,20
3360,56,62,3380,20
3360,56,65,3380,20
3360,56,68,3380,20
3360,58,60,3380,20
3360,62,65,3380,20
3360,62,68,3380,20
3360,65,68,3380,20
3360,237,88,3380,20
3360,237,92,3380,20
3360,40,26,3380,20
3360,40,31,3380,20
3360,23,25,3380,20
3360,88,92,3380,20
3360,94,76,3380,20
3360,81,75,3380,20
3360,102,108,3380,20
3360,157,145,3380,20
3360,79,89,3380,20
3360,0,3,3380,20
3360,172,169,3380,20
3360,172,177,3380,20
3360,90,71,3380,20
3360,179,180,3380,20
3380,215,223,3400,20
3380,213,216,3400,20
3380,158,154,3400,20
3380,126,109,3400,20
3380,140,119,3400,20
3380,129,100,3400,20
3380,127,122,3400,20
3380,51,58,3400,20
3380,54,48,3400,20
3380,56,62,3400,20
3380,56,65,3400,20
3380,62,65,3400,20
3380,65,68,3400,20
3380,40,31,3400,20
3380,23,25,3400,20
3380,26,37,3400,20
3380,42,39,3400,20
3380,88,72,3400,20
3380,88,92,3400,20
3380,86,78,3400,20
3380,94,76,3400,20
3380,99,111,3400,20
3380,108,119,3400,20
3380,0,3,3400,20
3380,3,16,3400,20
3380,172,169,3400,20
3380,172,177,3400,20
3380,173,177,3400,20
3380,90,71,3400,20
3380,93,82,3400,20
3400,215,223,3420,20
3400,209,227,3420,20
3400,158,154,3420,20
3400,126,109,3420,20
3400,51,65,3420,20
3400,56,62,3420,20
3400,56,57,3420,20
3400,62,57,3420,20
3400,237,80,3420,20
3400,237,92,3420,20
3400,40,31,3420,20
3400,23,25,3420,20
3400,24,31,3420,20
3400,26,37,3420,20
3400,88,72,3420,20
3400,86,78,3420,20
3400,94,76,3420,20
3400,81,90,3420,20
3400,81,82,3420,20
3400,0,3,3420,20
3400,90,71,3420,20
3400,93,82,3420,20
3420,215,223,3440,20
3420,209,227,3440,20
3420,143,157,3440,20
3420,149,147,3440,20
3420,129,100,3440,20
3420,50,70,3440,20
3420,51,65,3440,20
3420,51,57,3440,20
3420,52,65,3440,20
3420,54,58,3440,20
3420,56,62,3440,20
3420,56,57,3440,20
3420,62,57,3440,20
3420,237,80,3440,20
3420,40,31,3440,20
3420,23,25,3440,20
3420,23,32,3440,20
3420,25,45,3440,20
3420,28,37,3440,20
3420,41,29,3440,20
3420,87,94,3440,20
3420,87,89,3440,20
3420,86,78,3440,20
3420,94,76,3440,20
3420,81,91,3440,20
3420,44,45,3440,20
3420,172,169,3440,20
3420,174,162,3440,20
3420,90,71,3440,20
3440,215,223,3460,20
3440,129,100,3460,20
3440,56,62,3460,20
3440,56,57,3460,20
3440,62,57,3460,20
3440,237,80,3460,20
3440,40,31,3460,20
3440,23,25,3460,20
3440,23,32,3460,20
3440,26,37,3460,20
3440,39,32,3460,20
3440,233,231,3460,20
3440,94,76,3460,20
3440,81,91,3460,20
3440,79,84,3460,20
3440,79,93,3460,20
3440,78,84,3460,20
3440,0,16,3460,20
3440,164,169,3460,20
3440,172,169,3460,20
3440,173,179,3460,20
3440,174,162,3460,20
3440,90,71,3460,20
3440,93,82,3460,20
3440,59,70,3460,20
3460,210,224,3480,20
3460,213,216,3480,20
3460,192,235,3480,20
3460,143,157,3480,20
3460,147,228,3480,20
3460,129,100,3480,20
3460,50,70,3480,20
3460,52,65,3480,20
3460,53,61,3480,20
3460,56,62,3480,20
3460,182,163,3480,20
3460,40,31,3480,20
3460,23,25,3480,20
3460,26,37,3480,20
3460,28,37,3480,20
3460,39,32,3480,20
3460,88,92,3480,20
3460,133,108,3480,20
3460,94,76,3480,20
3460,81,91,3480,20
3460,78,84,3480,20
3460,173,179,3480,20
3460,179,180,3480,20
3460,93,82,3480,20
3480,143,157,3500,20
3480,149,147,3500,20
3480,126,120,3500,20
3480,129,138,3500,20
3480,129,100,3500,20
3480,50,70,3500,20
3480,51,62,3500,20
3480,54,48,3500,20
3480,56,62,3500,20
3480,69,58,3500,20
3480,58,57,3500,20
3480,181,165,3500,20
3480,181,178,3500,20
3480,40,31,3500,20
3480,23,25,3500,20
3480,26,37,3500,20
3480,26,38,3500,20
3480,34,39,3500,20
3480,130,99,3500,20
3480,39,32,3500,20
3480,88,91,3500,20
3480,88,92,3500,20
3480,86,78,3500,20
3480,94,76,3500,20
3480,109,120,3500,20
3480,79,84,3500,20
3480,78,84,3500,20
3480,116,119,3500,20
3480,72,91,3500,20
3480,165,178,3500,20
3480,91,92,3500,20
3500,215,210,3520,20
3500,205,221,3520,20
3500,211,226,3520,20
3500,213,216,3520,20
3500,149,147,3520,20
3500,149,145,3520,20
3500,137,116,3520,20
3500,140,119,3520,20
3500,54,48,3520,20
3500,69,58,3520,20
3500,69,234,3520,20
3500,69,68,3520,20
3500,40,31,3520,20
3500,23,25,3520,20
3500,23,32,3520,20
3500,24,31,3520,20
3500,26,38,3520,20
3500,88,72,3520,20
3500,86,78,3520,20
3500,79,84,3520,20
3500,78,75,3520,20
3500,116,119,3520,20
3520,215,210,3540,20
3520,215,223,3540,20
3520,205,236,3540,20
3520,213,216,3540,20
3520,196,200,3540,20
3520,194,200,3540,20
3520,216,225,3540,20
3520,149,147,3540,20
3520,147,228,3540,20
3520,123,109,3540,20
3520,137,106,3540,20
3520,127,111,3540,20
3520,52,69,3540,20
3520,52,234,3540,20
3520,56,62,3540,20
3520,69,58,3540,20
3520,69,234,3540,20
3520,40,31,3540,20
3520,23,25,3540,20
3520,26,37,3540,20
3520,36,39,3540,20
3520,39,32,3540,20
3520,32,232,3540,20
3520,133,119,3540,20
3520,116,119,3540,20
3520,172,169,3540,20
3520,173,169,3540,20
3520,177,165,3540,20
3540,215,223,3560,20
3540,209,211,3560,20
3540,209,224,3560,20
3540,213,216,3560,20
3540,194,200,3560,20
3540,149,145,3560,20
3540,123,126,3560,20
3540,123,109,3560,20
3540,123,108,3560,20
3540,126,109,3560,20
3540,140,116,3560,20
3540,129,100,3560,20
3540,52,234,3560,20
3540,53,61,3560,20
3540,69,234,3560,20
3540,58,57,3560,20
3540,66,68,3560,20
3540,237,82,3560,20
3540,40,31,3560,20
3540,23,25,3560,20
3540,24,31,3560,20
3540,138,100,3560,20
3540,86,79,3560,20
3540,86,73,3560,20
3540,86,74,3560,20
3540,157,145,3560,20
3540,79,84,3560,20
3540,232,47,3560,20
3540,0,3,3560,20
3540,164,172,3560,20
3540,89,82,3560,20
3540,90,71,3560,20
3540,48,61,3560,20
3560,215,210,3580,20
3560,213,216,3580,20
3560,194,200,3580,20
3560,229,183,3580,20
3560,149,147,3580,20
3560,149,145,3580,20
3560,123,126,3580,20
3560,123,109,3580,20
3560,123,108,3580,20
3560,123,119,3580,20
3560,126,109,3580,20
3560,134,113,3580,20
3560,127,112,3580,20
3560,50,52,3580,20
3560,52,59,3580,20
3560,53,61,3580,20
3560,56,62,3580,20
3560,69,62,3580,20
3560,69,57,3580,20
3560,65,234,3580,20
3560,66,68,3580,20
3560,228,152,3580,20
3560,40,31,3580,20
3560,23,25,3580,20
3560,23,32,3580,20
3560,25,232,3580,20
3560,88,72,3580,20
3560,86,74,3580,20
3560,94,76,3580,20
3560,94,92,3580,20
3560,99,112,3580,20
3560,157,145,3580,20
3560,105,111,3580,20
3560,109,108,3580,20
3560,108,119,3580,20
3560,116,119,3580,20
3560,164,172,3580,20
3560,90,71,3580,20
3560,179,180,3580,20
3580,215,210,3600,20
3580,209,227,3600,20
3580,194,200,3600,20
3580,158,154,3600,20
3580,123,119,3600,20
3580,126,133,3600,20
3580,129,138,3600,20
3580,129,100,3600,20
3580,50,65,3600,20
3580,50,59,3600,20
3580,52,54,3600,20
3580,53,61,3600,20
3580,56,62,3600,20
3580,69,58,3600,20
3580,69,65,3600,20
3580,65,234,3600,20
3580,66,68,3600,20
3580,237,80,3600,20
3580,40,31,3600,20
3580,23,232,3600,20
3580,42,29,3600,20
3580,88,92,3600,20
3580,87,94,3600,20
3580,87,73,3600,20
3580,138,122,3600,20
3580,133,106,3600,20
3580,94,73,3600,20
3580,105,111,3600,20
3580,231,118,3600,20
3580,44,45,3600,20
3580,73,93,3600,20
3580,89,91,3600,20
3580,90,71,3600,20
3580,179,180,3600,20
3600,209,227,3620,20
3600,213,216,3620,20
3600,194,200,3620,20
3600,149,147,3620,20
3600,149,145,3620,20
3600,158,154,3620,20
3600,151,228,3620,20
3600,129,100,3620,20
3600,50,54,3620,20
3600,50,59,3620,20
3600,53,61,3620,20
3600,56,62,3620,20
3600,56,57,3620,20
3600,69,58,3620,20
3600,62,57,3620,20
3600,237,80,3620,20
3600,26,37,3620,20
3600,39,32,3620,20
3600,88,92,3620,20
3600,138,100,3620,20
3600,94,76,3620,20
3600,106,120,3620,20
3600,81,93,3620,20
